CASE_PARTICIPANT_ID,LAW_ENFORCEMENT_AGENCY,INCIDENT_CITY,CHARGE_ID,CLASS.INITIATIONS,SECTION,AOIC,AGE_AT_INCIDENT,GENDER,RACE,UPDATED_OFFENSE_CATEGORY,JUDGE,COURT_NAME,COURT_FACILITY,CHARGE_REDUCTION
"459,470,760,126",CHICAGO PD,Chicago,"555,988,669,239",4,16A-3(a),1060100,52,Male,Black,Retail Theft,John P Kirby,District 1 - Chicago,26TH Street,0
"459,476,861,110",CHICAGO PD,Chicago,"555,992,599,570",4,16A-3(a),1060100,52,Male,Black,Retail Theft,Larry G Axelrood,District 2 - Skokie,Skokie Courthouse,0
"459,583,445,296",LANSING PD,Lansing,"556,944,067,117",4,402(c),5101110,57,Male,Black,Retail Theft,Darron Edward Bowden,District 6 - Markham,Markham Courthouse,1
"459,583,445,296",LANSING PD,Lansing,"556,944,476,526",4,402(c),5101110,57,Male,Black,Retail Theft,Darron Edward Bowden,District 6 - Markham,Markham Courthouse,1
"459,593,511,919",LINCOLNWOOD PD,Lincolnwood,"556,407,822,628",4,31-4(a),1340000,26,Male,White,Retail Theft,Timothy J Chambers,District 2 - Skokie,Skokie Courthouse,0
"459,606,201,965",CHICAGO PD,Chicago,"556,162,095,079",3,16A-3(f),1061700,45,Male,Black,Retail Theft,Anne  Collins,District 1 - Chicago,Belmont & Western (Area 3),0
"459,628,958,635",OAK LAWN PD,Oak Lawn,"556,645,034,459",3,16A-3(a),1060200,53,Male,Black,Retail Theft,John Joseph Hynes,District 5 - Bridgeview,Bridgeview Courthouse,0
"459,679,657,810",ARLINGTON HEIGHTS PD,Arlington Heights,"556,230,384,575",3,16A-3(a),15601,20,Male,Black,Retail Theft,Thomas P Fecarotta,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"459,680,633,967",CHICAGO PD,Chicago,"556,674,593,821",4,16A-3(a),15600,56,Male,Black,Retail Theft,Catherine Marie Haberkorn,District 2 - Skokie,Skokie Courthouse,0
"459,714,555,437",CHICAGO PD,Chicago,"556,288,193,188",4,16A-3(a),15600,44,Male,White,Retail Theft,Marcus R Salone,District 1 - Chicago,26TH Street,0
"459,723,340,853",CHICAGO PD,Chicago,"556,291,877,873",4,16A-3(a),15600,48,Male,Black,Retail Theft,Kevin M Sheehan,District 1 - Chicago,26TH Street,0
"459,841,028,830",CHICAGO PD,Chicago,"556,452,693,903",3,16A-3(a),15601,22,Female,Black,Retail Theft,Sharon M Sullivan,District 2 - Skokie,Skokie Courthouse,0
"459,886,847,218",CHICAGO PD,Chicago,"556,482,089,501",3,16A-3(a),15601,37,Male,Black,Retail Theft,Shelley  Sutker-Dermer,District 2 - Skokie,Skokie Courthouse,0
"459,961,950,328",CHICAGO PD,Chicago,"556,578,136,956",3,16A-3(a),15601,52,Female,Black,Retail Theft,Mary Margaret Brosnahan,District 1 - Chicago,26TH Street,0
"459,974,640,374",CHICAGO PD,Chicago,"556,603,929,751",3,16A-3(a),15601,21,Female,Black,Retail Theft,Shelley  Sutker-Dermer,District 2 - Skokie,Skokie Courthouse,0
"460,000,874,604",CHICAGO PD,Chicago,"556,625,955,979",4,16A-3(a),15600,59,Male,Black,Retail Theft,Marcus R Salone,District 1 - Chicago,26TH Street,0
"460,002,826,919",OAK LAWN PD,Oak Lawn,"556,627,102,326",4,16A-3(a),1060100,60,Male,Black,Retail Theft,John Joseph Hynes,District 5 - Bridgeview,Bridgeview Courthouse,0
"460,006,243,470",CHICAGO PD,Chicago,"556,627,429,853",4,16A-3(a),15600,48,Male,Black,Retail Theft,Arthur F Hill,District 1 - Chicago,26TH Street,0
"460,007,585,686",BEDFORD PARK PD,Bedford Park,"557,583,564,668",4,16A-3(a),15600,62,Male,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"460,017,835,339",CHICAGO PD,Chicago,"556,630,459,483",3,16A-3(a),15601,47,Female,Black,Retail Theft,Joseph G Kazmierski,District 1 - Chicago,26TH Street,0
"460,103,066,082",CHICAGO PD,Chicago,"556,737,888,521",4,16A-3(a),15600,54,Male,Black,Retail Theft,Joseph G Kazmierski,District 1 - Chicago,26TH Street,0
"460,106,665,662",GLENVIEW PD,Glenview,"558,411,226,800",3,16A-3(a),15601,31,Male,White,Retail Theft,Timothy J Chambers,District 2 - Skokie,Skokie Courthouse,0
"460,111,363,420",CHICAGO PD,Chicago,"556,758,031,466",3,16A-3(a),15601,41,Male,Black,Retail Theft,Diane Gordon Cannon,District 1 - Chicago,26TH Street,0
"460,120,453,886",MELROSE PARK PD,Melrose Park,"557,304,674,955",3,16A-3(a),15601,37,Female,Black,Retail Theft,Thomas M Tucker,District 4 - Maywood,Maywood Courthouse,0
"460,136,926,542",ELK GROVE VILLAGE PD,Elk Grove Village,"556,785,216,253",4,16A-3(a),15600,27,Male,White,Retail Theft,Kay M Hanlon,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"460,153,765,257",GLENVIEW PD,Glenview,"556,808,552,591",3,16A-3(a),1060200,39,Male,White,Retail Theft,Garritt E Howard,District 2 - Skokie,Skokie Courthouse,0
"460,155,229,493",CHICAGO PD,Chicago,"556,809,207,646",4,16A-3(a),15600,57,Male,Black,Retail Theft,Kevin M Sheehan,District 1 - Chicago,26TH Street,0
"460,171,214,071",CHICAGO PD,Chicago,"556,838,685,126",3,16A-3(a),15601,60,Male,Black,Retail Theft,Catherine Marie Haberkorn,District 2 - Skokie,Skokie Courthouse,0
"460,172,617,297",ORLAND PARK PD,Orland Park,"556,840,077,118",3,16A-3(a),1060200,18,Male,Black,Retail Theft,John Joseph Hynes,District 5 - Bridgeview,Bridgeview Courthouse,0
"460,185,734,412",CHICAGO PD,Chicago,"556,847,446,488",3,16A-3(a),15601,53,Male,Black,Retail Theft,Diane Gordon Cannon,District 1 - Chicago,26TH Street,0
"460,192,079,435",CHICAGO PD,Chicago,"556,857,190,433",4,16A-3(a),15600,30,Male,White,Retail Theft,William T O'Brien,District 2 - Skokie,Skokie Courthouse,0
"460,210,809,455",EVERGREEN PARK PD,Evergreen Park,"559,064,480,508",4,16A-3(a),15600,52,Male,Black,Retail Theft,John Joseph Hynes,District 5 - Bridgeview,Bridgeview Courthouse,0
"460,218,984,773",ORLAND PARK PD,Orland Park,"558,777,648,252",3,16A-3(a),15601,32,Male,Black,Retail Theft,John Joseph Hynes,District 5 - Bridgeview,Bridgeview Courthouse,0
"460,232,223,908",CRESTWOOD PD,Crestwood,"556,896,657,503",4,16A-3(a),15600,47,Male,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,1
"460,244,425,876",CRESTWOOD PD,Crestwood,"558,609,135,325",3,16A-3(a),15601,48,Male,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"460,257,726,020",ARLINGTON HEIGHTS PD,Arlington Heights,"556,921,140,188",4,16A-3(a),15600,20,Male,Black,Retail Theft,Joseph J Urso,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"460,266,694,466",CHICAGO PD,Chicago,"556,925,561,810",4,16A-3(a),15600,36,Male,White,Retail Theft,Dennis J Porter,District 1 - Chicago,26TH Street,0
"460,331,364,894",CHICAGO PD,Chicago,"557,053,297,557",3,16A-3(a),15601,32,Male,White,Retail Theft,Arthur F Hill,District 1 - Chicago,26TH Street,0
"460,338,625,065",EVANSTON PD,Evanston,"558,250,574,534",4,402(c),5101110,59,Male,Black,Retail Theft,Garritt E Howard,District 2 - Skokie,Skokie Courthouse,1
"460,338,869,104",CHICAGO HEIGHTS PD,Chicago,"557,072,457,919",3,16A-3(a),15601,22,Male,White,Retail Theft,William T O'Brien,District 2 - Skokie,Skokie Courthouse,0
"460,389,934,338",RIVERDALE PD,Riverdale,"557,188,157,027",4,16A-3(a),15600,57,Male,Black,Retail Theft,Darron Edward Bowden,District 6 - Markham,Markham Courthouse,0
"460,415,985,539",CHICAGO PD,Chicago,"557,155,076,744",4,16A-3(a),15600,41,Male,Black,Retail Theft,James Michael Obbish,District 1 - Chicago,26TH Street,0
"460,468,392,989",CHICAGO PD,Chicago,"557,405,880,970",4,16A-3(a),15600,41,Male,Black,Retail Theft,Joseph G Kazmierski,District 1 - Chicago,26TH Street,0
"460,474,738,012",CHICAGO PD,Chicago,"557,257,183,460",4,16A-3(a),15600,29,Female,White,Retail Theft,Catherine Marie Haberkorn,District 2 - Skokie,Skokie Courthouse,0
"460,476,690,327",COUNTRY CLUB HILLS PD,Country Club Hills,"557,257,592,869",4,16A-3(a),15600,24,Female,Black,Retail Theft,Frank G Zelezinski,District 6 - Markham,Markham Courthouse,0
"460,477,727,494",CHICAGO PD,Chicago,"557,439,125,016",3,16A-3(a),15601,45,Male,Black,Retail Theft,Mary Margaret Brosnahan,District 1 - Chicago,26TH Street,0
"460,492,064,806",CHICAGO PD,Chicago,"557,263,570,247",4,16A-3(a),15600,29,Male,Black,Retail Theft,Sharon M Sullivan,District 2 - Skokie,Skokie Courthouse,0
"460,495,298,327",COUNTRY CLUB HILLS PD,Country Club Hills,"557,264,143,420",3,16A-3(d),1061100,20,Male,Black,Retail Theft,Brian K Flaherty,District 6 - Markham,Markham Courthouse,0
"460,497,372,662",CHICAGO PD,Chicago,"557,264,962,239",4,16A-3(a),15600,50,Male,Black,Retail Theft,Matthew E Coghlan,District 1 - Chicago,26TH Street,0
"460,507,988,374",CHICAGO PD,Chicago,"557,267,828,105",4,16A-3(a),15600,50,Male,Black,Retail Theft,Catherine Marie Haberkorn,District 2 - Skokie,Skokie Courthouse,0
"460,558,199,470",CHICAGO PD,Chicago,"557,345,615,899",3,16A-3(a),15601,30,Male,Black,Retail Theft,Sharon M Sullivan,District 2 - Skokie,Skokie Courthouse,1
"460,588,582,369",CHICAGO PD,Chicago,"557,391,060,348",4,16A-3(a),15600,55,Male,Black,Retail Theft,Sharon M Sullivan,District 2 - Skokie,Skokie Courthouse,0
"460,588,826,408",CHICAGO PD,Chicago,"557,391,142,230",4,16A-3(a),15600,65,Male,White,Retail Theft,Catherine Marie Haberkorn,District 2 - Skokie,Skokie Courthouse,0
"460,620,917,583",CHICAGO PD,Chicago,"557,436,095,387",4,16A-3(a),15600,32,Male,White,Retail Theft,Clayton Jay Crane,District 1 - Chicago,26TH Street,0
"460,624,578,173",EVANSTON PD,Evanston,"559,172,073,310",4,16A-3(a),15600,42,Male,Black,Retail Theft,Timothy J Chambers,District 2 - Skokie,Skokie Courthouse,1
"460,626,408,468",CHICAGO PD,Chicago,"557,450,997,890",4,16A-3(a),15600,19,Male,Black,Retail Theft,Charles P Burns,District 1 - Chicago,26TH Street,0
"460,632,265,413",CHICAGO PD,Chicago,"557,764,114,233",3,16A-3(a),15601,43,Female,Black,Retail Theft,Sharon M Sullivan,District 2 - Skokie,Skokie Courthouse,0
"460,633,912,678",ARLINGTON HEIGHTS PD,Arlington Heights,"557,463,280,174",3,16A-3(a),15601,27,Female,White,Retail Theft,Thomas P Fecarotta,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"460,634,339,747",CHICAGO PD,Chicago,"557,463,525,819",3,16A-3(a),15601,20,Male,Black,Retail Theft,Stanley  Sacks,District 1 - Chicago,26TH Street,0
"460,644,528,390",CHICAGO PD,Chicago,"557,760,265,784",4,16A-3(a),15600,36,Female,Black,Retail Theft,Matthew E Coghlan,District 1 - Chicago,26TH Street,0
"460,643,003,144",SAUK VILLAGE PD,Sauk Village,"557,467,619,914",4,16A-3(a),15600,46,Male,Black,Retail Theft,Brian K Flaherty,District 6 - Markham,Markham Courthouse,0
"460,650,019,275",SCHAUMBURG PD,Schaumburg,"557,470,731,425",3,16A-3(a),15601,46,Male,White,Retail Theft,Martin S Agran,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"460,705,233,178",CALUMET CITY PD,Calumet City,"558,832,836,645",3,12-4(b)(15),11412,21,Female,Black,Retail Theft,Frank G Zelezinski,District 6 - Markham,Markham Courthouse,1
"460,705,477,218",CALUMET CITY PD,Calumet City,"557,549,419,921",3,16A-3(f),15616,19,Female,Black,Retail Theft,Frank G Zelezinski,District 6 - Markham,Markham Courthouse,0
"460,717,740,195",CHICAGO PD,Chicago,"557,555,970,472",4,16A-3(a),15600,48,Male,Black,Retail Theft,Kenneth J Wadas,District 1 - Chicago,26TH Street,0
"460,751,600,655",HICKORY HILLS PD,Hickory Hills,"557,607,064,770",4,16A-3(a),15600,41,Male,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"460,765,571,907",CALUMET CITY PD,Calumet City,"557,671,833,344",3,16A-3(a),15601,48,Male,Black,Retail Theft,Brian K Flaherty,District 6 - Markham,Markham Courthouse,0
"460,824,568,420",CHICAGO PD,Chicago,"558,000,097,836",4,16A-3(a),15600,50,Female,Black,Retail Theft,Shelley  Sutker-Dermer,District 2 - Skokie,Skokie Courthouse,0
"460,838,783,712",CHICAGO PD,Chicago,"557,739,058,375",4,16A-3(a),15600,46,Male,Black,Retail Theft,Shelley  Sutker-Dermer,District 2 - Skokie,Skokie Courthouse,0
"460,845,494,795",WESTCHESTER PD,Westchester,"557,741,105,422",3,16A-3(a),15601,36,Male,Black,Retail Theft,Thomas M Tucker,District 4 - Maywood,Maywood Courthouse,0
"460,851,595,778",CHICAGO PD,Chicago,"557,742,497,414",4,16A-3(a),15600,35,Male,Black,Retail Theft,Joseph Michael Claps,District 1 - Chicago,26TH Street,0
"460,857,452,723",CHICAGO PD,Chicago,"557,744,462,580",4,16A-3(a),15600,39,Male,Black,Retail Theft,William T O'Brien,District 2 - Skokie,Skokie Courthouse,0
"460,858,001,811",EVANSTON PD,Evanston,"558,411,144,918",4,16A-3(a),15600,44,Female,Black,Retail Theft,Timothy J Chambers,District 2 - Skokie,Skokie Courthouse,0
"460,890,825,104",CHICAGO PD,Chicago,"558,140,443,394",4,16A-3(a),15600,38,Female,Black,Retail Theft,William G Lacy,District 1 - Chicago,26TH Street,1
"460,890,825,104",CHICAGO PD,Chicago,"557,776,150,870",4,16A-3(f),15615,38,Female,Black,Retail Theft,William G Lacy,District 1 - Chicago,26TH Street,0
"460,911,324,409",CHICAGO PD,Chicago,"557,812,506,429",4,16A-3(a),15600,47,Male,Black,Retail Theft,Diane Gordon Cannon,District 1 - Chicago,26TH Street,0
"460,929,322,311",CHICAGO PD,Chicago,"557,829,947,271",4,16A-3(a),15600,41,Male,Black,Retail Theft,Kevin M Sheehan,District 1 - Chicago,26TH Street,0
"461,005,645,618",ALSIP PD,Alsip,"557,939,750,884",3,16A-3(a),15601,39,Female,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,1
"461,044,203,835",CHICAGO PD,Chicago,"558,010,333,072",4,16A-3(a),15600,53,Male,Black,Retail Theft,Sharon M Sullivan,District 2 - Skokie,Skokie Courthouse,0
"461,045,302,012",CHICAGO PD,Chicago,"558,296,100,864",4,16A-3(a),15600,54,Female,Black,Retail Theft,William T O'Brien,District 2 - Skokie,Skokie Courthouse,0
"461,048,718,563",CHICAGO PD,Chicago,"558,015,327,868",4,16A-3(a),15600,51,Male,Black,Retail Theft,Catherine Marie Haberkorn,District 2 - Skokie,Skokie Courthouse,0
"461,052,257,134",BUFFALO GROVE PD,Buffalo Grove,"558,016,310,450",4,16A-3(a),15600,20,Male,White,Retail Theft,Thomas P Fecarotta,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"461,058,541,147",SKOKIE PD,Skokie,"586,735,482,228",4,16A-3(a),15600,40,Male,White,Retail Theft,Larry G Axelrood,District 2 - Skokie,Skokie Courthouse,0
"461,096,184,217",CHICAGO PD,Chicago,"558,096,145,292",4,16A-3(a),15600,42,Male,Black,Retail Theft,Michael  Brown,District 1 - Chicago,26TH Street,0
"461,100,332,886",CHICAGO PD,Chicago,"558,097,782,929",4,16A-3(a),15600,26,Male,Black,Retail Theft,Michael  Brown,District 1 - Chicago,26TH Street,0
"461,103,017,319",CHICAGO PD,Chicago,"558,099,338,685",4,16A-3(a),15600,55,Male,Black,Retail Theft,Dennis J Porter,District 1 - Chicago,26TH Street,0
"461,108,081,135",CHICAGO PD,Chicago,"558,101,140,087",4,16A-3(a),15600,23,Male,Black,Retail Theft,Kevin M Sheehan,District 1 - Chicago,26TH Street,0
"461,127,665,293",CHICAGO PD,Chicago,"558,423,017,792",4,16A-3(a),15600,29,Male,Black,Retail Theft,Vincent M Gaughan,District 1 - Chicago,26TH Street,0
"461,129,678,618",CHICAGO PD,Chicago,"558,108,018,166",4,16A-3(a),15600,51,Male,Black,Retail Theft,Joseph Michael Claps,District 1 - Chicago,26TH Street,0
"461,147,737,530",CHICAGO PD,Chicago,"558,123,248,197",4,16A-3(a),15600,40,Male,Black,Retail Theft,Rosemary Grant Higgins,District 1 - Chicago,26TH Street,0
"461,186,478,776",BARRINGTON PD,Barrington,"558,193,011,566",3,16A-3(a),1060200,44,Male,White,Retail Theft,Kay M Hanlon,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"461,280,311,906",CHICAGO PD,Chicago,"558,337,942,509",4,16A-3(a),15600,43,Male,Black,Retail Theft,Charles P Burns,District 1 - Chicago,26TH Street,0
"461,280,983,015",CHICAGO PD,Chicago,"558,340,562,730",4,16A-3(a),15600,48,Female,Black,Retail Theft,Jorge Luis Alonso,District 1 - Chicago,26TH Street,0
"461,281,044,025",CHICAGO PD,Chicago,"558,633,044,836",4,16A-3(a),15600,47,Female,Black,Retail Theft,Jorge Luis Alonso,District 1 - Chicago,26TH Street,0
"461,282,142,202",HILLSIDE PD,Hillside,"558,341,217,785",4,16A-3(a),15600,49,Male,Black,Retail Theft,Carmen  Aguilar,District 4 - Maywood,Maywood Courthouse,0
"461,283,911,487",NORRIDGE PD,Norridge,"558,341,627,194",4,16A-3(a),15600,49,Male,White,Retail Theft,Kay M Hanlon,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"461,285,680,772",ORLAND PARK PD,Orland Park,"558,342,364,131",3,16A-3(a),15601,53,Female,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"461,285,741,782",ORLAND PARK PD,Orland Park,"558,342,364,131",3,16A-3(a),15601,53,Female,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,1
"461,321,615,566",HOMEWOOD PD,Homewood,"558,400,172,745",3,16A-3(a),15601,53,Male,Black,Retail Theft,Brian K Flaherty,District 6 - Markham,Markham Courthouse,0
"461,326,618,373",CHICAGO PD,Chicago,"558,401,482,855",4,16A-3(a),15600,38,Female,Black,Retail Theft,Kenneth J Wadas,District 1 - Chicago,26TH Street,0
"461,332,780,367",CHICAGO PD,Chicago,"558,403,120,493",3,16A-3(a),15601,24,Male,Black,Retail Theft,Nicholas R Ford,District 1 - Chicago,26TH Street,0
"461,348,154,846",NORTHBROOK PD,Northbrook,"558,409,261,634",3,16A-3(a),15601,42,Male,White,Retail Theft,Lauren Gottainer Edidin,District 2 - Skokie,Skokie Courthouse,0
"461,397,389,785",CHICAGO PD,Chicago,"558,473,457,035",4,16A-3(a),15600,36,Male,Black,Retail Theft,William T O'Brien,District 2 - Skokie,Skokie Courthouse,0
"461,504,401,040",EVERGREEN PARK PD,Evergreen Park,"558,604,549,939",4,16A-3(a),15600,34,Female,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"461,543,081,277",CHICAGO PD,Chicago,"558,641,478,671",4,16A-3(a),15600,47,Male,Black,Retail Theft,Diane Gordon Cannon,District 1 - Chicago,26TH Street,0
"461,571,084,792",CHICAGO PD,Chicago,"558,738,344,945",4,16A-3(a),15600,36,Male,Black,Retail Theft,Shelley  Sutker-Dermer,District 2 - Skokie,Skokie Courthouse,0
"461,583,347,769",ORLAND PARK PD,Orland Park,"558,704,363,961",4,16A-3(a),15600,24,Male,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"461,612,022,393",HOMEWOOD PD,Homewood,"558,716,236,835",3,16A-3(a),15601,20,Male,Black,Retail Theft,Brian K Flaherty,District 6 - Markham,Markham Courthouse,0
"461,665,833,070",DEERFIELD PD,Deerfield,"558,775,437,441",4,16A-3(a),15600,49,Male,White,Retail Theft,Larry G Axelrood,District 2 - Skokie,Skokie Courthouse,0
"461,706,099,562",CHICAGO PD,Chicago,"558,813,676,283",4,16A-3(a),1060100,33,Male,Black,Retail Theft,Dennis J Porter,District 1 - Chicago,26TH Street,1
"461,737,214,579",CHICAGO PD,Chicago,"558,853,307,117",4,16A-3(a),15600,56,Male,Black,Retail Theft,Nicholas R Ford,District 1 - Chicago,26TH Street,0
"461,758,323,983",CHICAGO PD,Chicago,"558,882,866,479",4,16A-3(a),15600,46,Male,Black,Retail Theft,Nicholas R Ford,District 1 - Chicago,26TH Street,0
"461,776,565,925",CHICAGO PD,Chicago,"558,915,782,998",4,16A-3(a),1060100,46,Male,Black,Retail Theft,Vincent M Gaughan,District 1 - Chicago,26TH Street,0
"461,778,762,279",CHICAGO PD,Chicago,"558,916,110,526",3,16A-3(a),15601,23,Female,Black,Retail Theft,William T O'Brien,District 2 - Skokie,Skokie Courthouse,0
"461,838,673,939",ORLAND PARK PD,Orland Park,"558,981,288,509",4,16A-3(a),15600,48,Male,White,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,1
"461,838,673,939",ORLAND PARK PD,Orland Park,"558,981,370,391",4,16A-3(f),15615,48,Male,White,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"461,888,824,026",CHICAGO PD,Chicago,"559,035,576,201",4,16A-3(a),15600,53,Male,Black,Retail Theft,Diane Gordon Cannon,District 1 - Chicago,26TH Street,0
"461,891,203,409",CHICAGO PD,Chicago,"559,043,109,335",3,16A-3(a),15601,49,Male,White,Retail Theft,Joseph G Kazmierski,District 1 - Chicago,26TH Street,0
"461,892,545,626",CHICAGO PD,Chicago,"559,038,687,713",4,16A-3(a),15600,49,Male,Black,Retail Theft,Joseph Michael Claps,District 1 - Chicago,26TH Street,0
"461,903,100,328",CHICAGO PD,Chicago,"559,058,830,658",4,16A-3(a),15600,49,Male,Black,Retail Theft,Thomas V Gainer,District 1 - Chicago,26TH Street,0
"461,957,094,034",CHICAGO PD,Chicago,"559,137,928,562",3,16A-3(a),15601,26,Male,Black,Retail Theft,William J Kunkle,District 5 - Bridgeview,Bridgeview Courthouse,0
"461,959,534,427",CHICAGO PD,Chicago,"560,093,080,794",4,16A-3(a),15600,42,Male,White,Retail Theft,Michael  Brown,District 1 - Chicago,26TH Street,0
"461,973,505,680",HOMEWOOD PD,Homewood,"559,148,736,972",3,16A-3(a),15601,45,Male,Black,Retail Theft,Darron Edward Bowden,District 6 - Markham,Markham Courthouse,0
"462,031,465,026",CICERO PD,Cicero,"559,210,312,152",4,16A-3(a),15600,49,Male,Black,Retail Theft,Paula M Daleo,District 4 - Maywood,Maywood Courthouse,0
"462,076,063,217",CHICAGO PD,Chicago,"559,295,633,080",3,16A-3(a),15601,23,Male,Black,Retail Theft,Sharon M Sullivan,District 2 - Skokie,Skokie Courthouse,0
"462,102,541,486",CHICAGO PD,Chicago,"559,316,349,198",3,16A-3(a),15601,45,Male,Black,Retail Theft,Shelley  Sutker-Dermer,District 2 - Skokie,Skokie Courthouse,0
"462,112,242,051",HARVEY PD,Harvey,"559,321,917,166",4,16A-3(a),15600,39,Male,Black,Retail Theft,Brian K Flaherty,District 6 - Markham,Markham Courthouse,0
"462,170,140,386",FRANKLIN PARK PD,Franklin Park,"559,387,668,323",4,16A-3(a),15600,44,Male,Black,Retail Theft,Gilbert J Grossi,District 4 - Maywood,Maywood Courthouse,0
"462,188,687,377",OAK PARK PD,Orland Park,"560,980,598,587",4,16A-3(a),15600,35,Male,White,Retail Theft,John Joseph Hynes,District 5 - Bridgeview,Bridgeview Courthouse,0
"462,188,687,377",OAK PARK PD,Orland Park,"560,980,516,705",3,16A-3(a),15601,35,Male,White,Retail Theft,John Joseph Hynes,District 5 - Bridgeview,Bridgeview Courthouse,1
"462,192,347,967",ORLAND PARK PD,Orland Park,"560,175,781,502",4,16A-3(a),15600,35,Male,White,Retail Theft,John Joseph Hynes,District 5 - Bridgeview,Bridgeview Courthouse,0
"462,219,375,325",EVERGREEN PARK PD,Evergreen Park,"560,388,510,649",4,16A-3(a),15600,46,Female,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"462,235,115,863",CHICAGO PD,Chicago,"559,459,560,621",4,16A-3(a),15600,45,Male,Black,Retail Theft,Thomas V Gainer,District 1 - Chicago,26TH Street,0
"462,255,676,179",CHICAGO PD,Chicago,"559,503,531,195",4,16A-3(a),15600,39,Male,Black,Retail Theft,Dennis J Porter,District 1 - Chicago,26TH Street,0
"462,265,986,841",COUNTRY CLUB HILLS PD,Country Club Hills,"559,528,013,880",4,16A-3(a),15600,42,Female,Black,Retail Theft,James L Rhodes,District 6 - Markham,Markham Courthouse,0
"462,267,268,048",OAK PARK PD,Oak Park,"563,502,888,288",3,12-4(b)(15),11412,34,Male,Black,Retail Theft,Noreen Valeria Love,District 4 - Maywood,Maywood Courthouse,0
"462,267,268,048",OAK PARK PD,Oak Park,"559,529,569,636",3,16A-3(a),15601,34,Male,Black,Retail Theft,Noreen Valeria Love,District 4 - Maywood,Maywood Courthouse,0
"462,302,836,783",CHICAGO PD,Chicago,"559,586,068,139",4,16A-3(a),15600,57,Male,Black,Retail Theft,Shelley  Sutker-Dermer,District 2 - Skokie,Skokie Courthouse,0
"462,307,412,521",PALATINE PD,Palatine,"559,592,782,454",3,16A-3(a),15601,26,Male,White,Retail Theft,Kay M Hanlon,District 3 - Rolling Meadows,Rolling Meadows Courthouse,0
"462,331,572,416",CHICAGO PD,Chicago,"559,958,466,969",4,16A-3(a),15600,46,Male,White,Retail Theft,James B Linn,District 1 - Chicago,26TH Street,0
"462,349,082,240",CHICAGO PD,Chicago,"559,648,871,548",4,16A-3(a),15600,46,Male,Black,Retail Theft,Shelley  Sutker-Dermer,District 2 - Skokie,Skokie Courthouse,0
"462,351,217,584",OAK LAWN PD,Oak Lawn,"560,778,268,440",3,16A-3(a),15601,55,Male,White,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"462,359,453,912",RIVER GROVE PD,River Grove,"559,651,491,768",4,16A-3(a),15600,52,Female,White,Retail Theft,Thomas M Tucker,District 4 - Maywood,Maywood Courthouse,0
"462,363,907,630",CHICAGO PD,Chicago,"559,652,310,587",4,16A-3(a),15600,45,Male,Black,Retail Theft,Sharon M Sullivan,District 2 - Skokie,Skokie Courthouse,0
"462,365,493,886",EVERGREEN PARK PD,Evergreen Park,"559,652,801,879",3,16A-3(a),15601,44,Male,Black,Retail Theft,Colleen Ann Hyland,District 5 - Bridgeview,Bridgeview Courthouse,0
"462,378,916,050",COUNTRY CLUB HILLS PD,Country Club Hills,"559,659,925,603",3,16A-3(a),15601,28,Male,Black,Retail Theft,Frank G Zelezinski,District 6 - Markham,Markham Courthouse,1
"462,381,844,523",CHICAGO PD,Chicago,"559,960,677,780",4,16A-3(a),15600,45,Female,Black,Retail Theft,Stanley  Sacks,District 1 - Chicago,26TH Street,0
"462,470,796,866",CHICAGO PD,Chicago,"559,815,173,664",4,16A-3(a),15600,57,Male,Black,Retail Theft,Joseph Michael Claps,District 1 - Chicago,26TH Street,0
"462,559,444,159",CICERO PD,Cicero,"559,947,412,914",4,16A-3(a),15600,37,Female,Black,Retail Theft,Noreen Valeria Love,District 4 - Maywood,Maywood Courthouse,0
